   1 H           CH                      C           H2                                   1.31e-10     0.00     80.0   300  2000  5 B NN C
   2 H           CH2                     CH          H2                                   6.64e-11     0.00      0.0   300  2500  5 A NN L
   3 H           NH                      N           H2                                   1.73e-11     0.50   2400.0    80   300  5 C NN L
   4 H           CH3                     CH2         H2                                   1.00e-10     0.00   7600.0   300  2500  5 A NN L
   5 H           NH2                     NH          H2                                   5.25e-12     0.79   2200.0    73   300  5 C NN L
   6 H           NH2                     NH          H2                                   1.05e-10     0.00   4450.0  1100  3000  5 A NN M
   7 H           CH4                     CH3         H2                                   5.94e-13     3.00   4045.0   300  2500  5 A NN L
   8 H           OH                      O           H2                                   6.99e-14     2.80   1950.0   300  2500  5 A NN L
   9 H           NH3                     NH2         H2                                   7.80e-13     2.40   4990.0   200  2500  5 C NN M
  10 H           H2O                     OH          H2                                   1.59e-11     1.20   9610.0   250  3000  5 A NN L
  11 H           C2                      CH          C                                    4.67e-10     0.50  30450.0  1015 41000  5 C NN L
  12 H           C2H2                    C2H         H2                                   3.80e-10     0.00  13634.0   295  6920  5 A NN L
  13 H           HCN                     CN          H2                                   6.20e-10     0.00  12500.0   300  2500  5 C NN L
  14 H           C2H3                    C2H2        H2                                   3.32e-11     0.00      0.0   300  2500  5 A NN L
  15 H           CO                      OH          C                                    1.10e-10     0.50  77700.0  2590 41000  5 C NN L
  16 H           H2CN                    HCN         H2                                   1.00e-10     0.00      0.0    10   300  5 C NN M
  17 H           HCO                     O           CH2                                  6.61e-11     0.00  51598.0  1200  1812  5 A NN M
  18 H           HCO                     CO          H2                                   2.00e-10     0.00      0.0   300  2500  5 A NN M
  19 H           NO                      O           NH                                   9.29e-10    -0.10  35220.0   300  3000  5 C NN M
  20 H           NO                      OH          N                                    3.60e-10     0.00  24910.0  1500  4524  5 A NN L
  21 H           H2CO                    HCO         H2                                   4.85e-12     1.90   1379.0   250  5000  5 B NN C
  22 H           HNO                     OH          NH                                   2.40e-09    -0.50   9010.0   350  3000  5 C NN L
  23 H           HNO                     NH2         O                                    1.05e-09    -0.30  14730.0   550  3000  5 A NN L
  24 H           HNO                     NO          H2                                   4.50e-11     0.72    329.0   200  3000  5 B NN C
  25 H           O2                      OH          O                                    2.61e-10     0.00   8156.0   250  4000  5 A NN L
  26 H           O2H                     OH          OH                                   1.66e-10     0.00    413.0   230  2500  5 A NN L
  27 H           O2H                     H2O         O                                    5.00e-11     0.00    866.0   245  2500  5 C NN M
  28 H           O2H                     O2          H2                                   2.06e-11     0.84    277.0   230  2500  5 A NN L
  29 H           HS                      S           H2                                   2.50e-11     0.00      0.0   300  2500  5 C NN M
  30 H           H2O2                    H2O         OH                                   1.70e-11     0.00   1800.0   300  2500  5 A NN L
  31 H           H2O2                    O2H         H2                                   8.00e-11     0.00   4000.0   300  2500  5 A NN L
  32 H           H2S                     HS          H2                                   3.71e-12     1.94    455.0   190  2560  5 A NN M
  33 H           OCN                     HCN         O                                    1.87e-11     0.90   2924.0   500  2500  5 A NN M
  34 H           OCN                     NH          CO                                   1.26e-10     0.00    515.0   295  1490  5 A NN M
  35 H           CH2CO                   CH3         CO                                   5.68e-11     0.00   1897.0   200  2000  5 A NN M
  36 H           CO2                     CO          OH                                   3.38e-10     0.00  13163.0   300 15223  5 A NN L
  37 H           N2O                     N2          OH                                   5.13e-14     3.15   3603.0   300  4000  5 A NN L
  38 H           N2O                     NO          NH                                   4.96e-07    -2.16  18700.0   300  4000  5 B NN M
  39 H           NO2                     NO          OH                                   1.40e-10     0.00    740.0    24   300  5 C NN M
  40 H           NS                      HS          N                                    7.27e-11     0.50  15700.0   523 41000  5 C NN L
  41 H           NS                      S           NH                                   7.27e-11     0.50  20735.0   691 41000  5 C NN L
  42 H           SO                      S           OH                                   5.90e-10    -0.31  11100.0   370 41000  5 C NN L
  43 H           SO                      HS          O                                    1.73e-11     0.50  19930.0   664 41000  5 C NN L
  44 H           NCCN                    HCN         CN                                   1.48e-10     0.00   3588.0   300  2900  5 C NN M
  45 H           OCS                     HS          CO                                   1.23e-11     0.00   1949.0   261   525  5 A NN M
  46 H           S2                      HS          S                                    2.25e-10     0.50   8355.0   278   300  5 C NN L
  47 H2          C                       CH          H                                    6.64e-10     0.00  11700.0   300  2500  5 C NN M
  48 H2          CH                      CH2         H                                    5.46e-10     0.00   1943.0   300  2500  5 A NN L
  49 H2          N                       NH          H                                    1.69e-09     0.00  18095.0  1600  2850  5 A NN L
  50 H2          CH2                     CH3         H                                    5.18e-11     0.17   6400.0   300  2500  5 C NN M
  51 H2          NH                      NH2         H                                    5.96e-11     0.00   7782.0  2601  2788  5 A NN M
  52 H2          CH3                     CH4         H                                    6.86e-14     2.74   4740.0   300  2500  5 A NN L
  53 H2          O                       OH          H                                    3.14e-13     2.70   3150.0   297  3532  5 A NN M
  54 H2          NH2                     NH3         H                                    2.05e-15     3.89   1400.0   200  2500  5 B NN C
  55 H2          OH                      H2O         H                                    2.05e-12     1.52   1736.0   250  2581  5 A NN M
  56 H2          F                       HF          H                                    1.00e-10     0.00    400.0   160   765  5 A NN M
  57 H2          CN                      HCN         H                                    4.04e-13     2.87    820.0   200  3500  5 A NN L
  58 H2          O2                      OH          OH                                   3.16e-10     0.00  21890.0   300  2500  5 C NN M
  59 H2          O2                      O2H         H                                    2.40e-10     0.00  28500.0   300  2500  5 A NN L
  60 H2          S                       HS          H                                    1.76e-13     2.88   6126.0   910  3137  5 A NN M
  61 H2          O2H                     H2O2        H                                    4.38e-12     0.00  10751.0   300  2500  5 A NN L
  62 H2          HS                      H2S         H                                    6.52e-12     0.09   8050.0   268   300  5 C NN L
  63 C           CH                      C2          H                                    6.59e-11     0.00      0.0    10   300  5 C NN L
  64 C           CH2                     CH          CH                                   2.69e-12     0.00  23550.0  1000  4000  5 B NN C
  65 C           CH2                     C2H         H                                    1.00e-10     0.00      0.0    10   300  5 C NN L
  66 C           NH                      N           CH                                   1.73e-11     0.50   4000.0   133   300  5 C NN L
  67 C           NH                      CN          H                                    1.20e-10     0.00      0.0    10   300  5 C NN L
  68 C           CH3                     C2H2        H                                    1.00e-10     0.00      0.0    10   300  5 C NN L
  69 C           NH2                     HCN         H                                    3.26e-11    -0.10     -9.0    10   300  5 B NN C
  70 C           NH2                     HNC         H                                    3.26e-11    -0.10     -9.0    10   300  5 B NN C
  71 C           NH2                     NH          CH                                   9.62e-13     0.00  10517.0  1000  4000  5 B NN C
  72 C           OH                      O           CH                                   2.25e-11     0.50  14800.0   493 41000  5 C NN L
  73 C           OH                      CO          H                                    1.00e-10     0.00      0.0    10   300  5 C NN L
  74 C           C2H                     C3          H                                    1.00e-10     0.00      0.0    10   300  5 C NN L
  75 C           CN                      C2          N                                    4.98e-10     0.00  18116.0   603 41000  5 A NN L
  76 C           C2H2                    C3          H2                                   1.45e-10    -0.12      0.0    10   300  5 C NN L
  77 C           C2H2                    C3H         H                                    1.45e-10    -0.12      0.0    15   300  5 A NN M
  78 C           C2H3                    C3H2        H                                    1.00e-10     0.00      0.0    10   300  5 C NN L
  79 C           CO                      C2          O                                    2.94e-11     0.50  58025.0  1934 41000  5 C NN L
  80 C           N2                      CN          N                                    8.69e-11     0.00  22600.0  2000  5000  5 A NN L
  81 C           H2CN                    C2N         H2                                   2.00e-10     0.00      0.0    10   300  5 C NN L
  82 C           C2H4                    C3H3        H                                    3.00e-10    -0.11      0.0    15   300  5 A NN M
  83 C           HCO                     CO          CH                                   1.00e-10     0.00      0.0    10   300  5 C NN L
  84 C           HCO                     C2O         H                                    1.00e-10     0.00      0.0    10   300  5 C NN L
  85 C           SiH                     SiC         H                                    6.59e-11     0.00      0.0    10   300  5 C NN L
  86 C           C2H5                    CH3CCH      H                                    2.00e-10     0.00      0.0    10   300  5 C NN L
  87 C           NO                      CN          O                                    6.00e-11    -0.16      0.0    10 41000  5 A NN M
  88 C           NO                      CO          N                                    9.00e-11     0.00      0.0   300 41000  5 A NN L
  89 C           SiH2                    HCSi        H                                    1.00e-10     0.00      0.0    10   300  5 C NN L
  90 C           SiH3                    SiCH2       H                                    1.00e-10     0.00      0.0    10   300  5 C NN L
  91 C           PH                      CP          H                                    7.50e-11     0.00      0.0    10   300  5 C NN L
  92 C           O2                      CO          O                                    4.70e-11    -0.34      0.0    10   300  5 A NN M
  93 C           O2                      CO          O                                    2.48e-12     1.54   -613.0   295  8000  5 A NN L
  94 C           HS                      S           CH                                   1.20e-11     0.58   5880.0   196   300  5 C NN L
  95 C           HS                      CS          H                                    1.00e-10     0.00      0.0    10   300  5 C NN L
  96 C           C3H                     C4          H                                    1.00e-10     0.00      0.0    10   300  5 C NN L
  97 C           C3H2                    C4H         H                                    1.00e-10     0.00      0.0    10   300  5 C NN L
  98 C           H2CCC                   C4H         H                                    1.00e-10     0.00      0.0    10   300  5 C NN L
  99 C           C2N                     C2          CN                                   1.00e-10     0.00      0.0    10   300  5 C NN L
 100 C           C3H3                    H2CCCC      H                                    1.00e-10     0.00      0.0    10   300  5 C NN L
 101 C           C2O                     C2          CO                                   2.00e-10     0.00      0.0    10   300  5 C NN L
 102 C           CH2CN                   HC3N        H                                    1.00e-10     0.00      0.0    10   300  5 C NN L
 103 C           CH3CCH                  C4H3        H                                    2.70e-10    -0.11      0.0    10   300  5 C NN L
 104 C           OCN                     CO          CN                                   1.00e-10     0.00      0.0    10   300  5 C NN L
 105 C           CS                      S           C2                                   1.44e-11     0.50  20435.0   681 41000  5 C NN L
 106 C           NS                      S           CN                                   1.50e-10    -0.16      0.0    10   300  5 C NN L
 107 C           NS                      CS          N                                    1.73e-11     0.50   4000.0   133   300  5 C NN L
 108 C           HPO                     PH          CO                                   4.00e-11     0.00      0.0    10   300  5 C NN L
 109 C           SO                      S           CO                                   3.50e-11     0.00      0.0    10   300  5 C NN L
 110 C           SO                      CS          O                                    3.50e-11     0.00      0.0    10   300  5 C NN L
 111 C           C4                      C2          C3                                   1.00e-13     0.00      0.0    10   300  5 C NN L
 112 C           C4H                     C5          H                                    1.00e-10     0.00      0.0    10   300  5 C NN L
 113 C           C3N                     C3          CN                                   1.00e-13     0.00      0.0    10   300  5 C NN L
 114 C           H2CCCC                  C5H         H                                    6.50e-10     0.00      0.0    10   300  5 A NN M
 115 C           C3O                     C3          CO                                   1.00e-10     0.00      0.0    10   300  5 C NN L
 116 C           C4H3                    C5H2        H                                    3.00e-10     0.00      0.0    10   300  5 C NN L
 117 C           NCCN                    CN          C2N                                  3.00e-11     0.00      0.0   300   300  5 C NN M
 118 C           C5H                     C6          H                                    1.00e-10     0.00      0.0    10   300  5 C NN L
 119 C           C5H2                    C6H         H                                    5.30e-10     0.00      0.0    10   300  5 A NN M
 120 C           CH3C4H                  C6H2        H2                                   6.50e-10     0.00      0.0    10   300  5 A NN M
 121 C           SO2                     CO          SO                                   7.00e-11     0.00      0.0    10   300  5 C NN L
 122 C           S2                      CS          S                                    7.00e-11     0.00      0.0    10   300  5 C NN L
 123 C           C6                      C2          C5                                   1.00e-13     0.00      0.0    10   300  5 C NN L
 124 C           C6H                     C7          H                                    2.00e-10     0.00      0.0    10   300  5 C NN L
 125 C           C5N                     C5          CN                                   1.00e-13     0.00      0.0    10   300  5 C NN L
 126 C           C6H2                    C7H         H                                    7.40e-10     0.00      0.0    10   300  5 A NN M
 127 C           C7H                     C8          H                                    2.00e-10     0.00      0.0    10   300  5 C NN L
 128 C           C7H2                    C8H         H                                    8.40e-10     0.00      0.0    10   300  5 A NN M
 129 C           CH3C6H                  C8H2        H2                                   8.00e-10     0.17      0.0    10   300  5 A NN M
 130 C           C8                      C2          C7                                   1.00e-13     0.00      0.0    10   300  5 C NN L
 131 C           C8H                     C9          H                                    2.00e-10     0.00      0.0    10   300  5 C NN L
 132 C           C7N                     C7          CN                                   1.00e-13     0.00      0.0    10   300  5 C NN L
 133 C           C8H2                    C9H         H                                    9.00e-10     0.00      0.0    10   300  5 A NN M
 134 C           C9H                     C10         H                                    2.00e-10     0.00      0.0    10   300  5 C NN L
 135 C           C9N                     C9          CN                                   1.00e-13     0.00      0.0    10   300  5 C NN L
 136 CH          N                       NH          C                                    3.03e-11     0.65   1207.0   990  1100  5 B NN C
 137 CH          N                       CN          H                                    1.66e-10    -0.09      0.0   222   584  5 A NN M
 138 CH          O                       OH          C                                    2.52e-11     0.00   2381.0    10  6000  5 B NN C
 139 CH          O                       CO          H                                    6.60e-11     0.00      0.0    10  2000  5 A NN L
 140 CH          O                       CO          H                                    1.02e-10     0.00    914.0  2000  6000  5 A NN C
 141 CH          CH4                     CH3         CH2                                  2.28e-11     0.70   3000.0   100   300  5 C NN L
 142 CH          CH4                     C2H4        H                                    1.05e-10    -1.04     36.0    23   300  5 A NN M
 143 CH          OH                      HCO         H                                    1.44e-11     0.50   5000.0   166   300  5 C NN L
 144 CH          NH3                     CH2NH       H                                    1.69e-10    -0.41     19.0    23  1300  5 B NN L
 145 CH          C2H2                    C3H2        H                                    3.39e-10     0.00      0.0    23   710  5 B NN L
 146 CH          N2                      HCN         N                                    5.60e-13     0.88  10128.0  1000  4000  5 B NN C
 147 CH          HCO                     CO          CH2                                  2.87e-12     0.70    500.0    16   300  5 C NN L
 148 CH          NO                      HCN         O                                    1.20e-10    -0.13      0.0    13  3790  5 A NN L
 149 CH          NO                      CN          OH                                   1.40e-10     0.00      0.0   298   298  5 A NN C
 150 CH          NO                      HCO         N                                    1.16e-11    -0.13      0.0    13   708  5 C NN L
 151 CH          NO                      OCN         H                                    4.10e-11     0.00      0.0   298   298  5 A NN L
 152 CH          H2CO                    HCO         CH2                                  9.21e-12     0.70   2000.0    66   300  5 C NN L
 153 CH          HNO                     NO          CH2                                  1.73e-11     0.00      0.0    10   300  5 C NN L
 154 CH          O2                      CO          OH                                   2.60e-11     0.00      0.0   298   298  5 A NN L
 155 CH          O2                      HCO         O                                    1.44e-11     0.70   3000.0   100  2365  5 A NN L
 156 CH          S                       HS          C                                    1.73e-11     0.50   4000.0   133   300  5 C NN L
 157 CH          S                       CS          H                                    5.00e-11     0.00      0.0    10   300  5 C NN L
 158 CH          CH3OH                   CH3         H2CO                                 2.49e-10    -1.93      0.0   298   753  5 A NN M
 159 CH          O2H                     O2          CH2                                  2.94e-13     0.50   7550.0   251   300  5 C NN L
 160 CH          O2H                     HCO         OH                                   1.44e-11     0.50   3000.0   100   300  5 C NN L
 161 CH          CO2                     HCO         CO                                   2.94e-13     0.50   3000.0   100   300  5 C NN L
 162 N           CH2                     HCN         H                                    3.95e-11     0.17      0.0    10   300  5 B NN C
 163 N           CH2                     HNC         H                                    3.95e-11     0.17      0.0    10   300  5 B NN C
 164 N           CH2                     NH          CH                                   9.96e-13     0.00  20380.0  1000  4000  5 B NN C
 165 N           NH                      N2          H                                    4.98e-11     0.00      0.0    10  1400  5 A NN M
 166 N           CH3                     HCN         H           H                        3.32e-13     0.00      0.0   253   352  5 A NN M
 167 N           CH3                     HCN         H2                                   1.30e-11     0.50      0.0    10   300  5 B NN M
 168 N           CH3                     H2CN        H                                    7.40e-11     0.26      8.4    10  2000  5 A NN M
 169 N           OH                      O           NH                                   1.88e-11     0.10  10700.0   300  2500  5 C NN M
 170 N           OH                      NO          H                                    7.50e-11    -0.18      0.0    10   100  5 A NN L
 171 N           OH                      NO          H                                    4.06e-11     0.05    -78.0   103  2500  5 A NN L
 172 N           C2                      CN          C                                    5.00e-11     0.00      0.0    10   300  5 C NN L
 173 N           C2H                     C2N         H                                    1.70e-11     0.00      0.0    10   300  5 C NN L
 174 N           CN                      N2          C                                    3.00e-10     0.00      0.0   298  2500  5 C NN L
 175 N           C2H3                    CH2CN       H                                    6.20e-11     0.00      0.0    10   300  5 C NN L
 176 N           C2H3                    C2H2        NH                                   1.20e-11     0.00      0.0    10   300  5 C NN L
 177 N           H2CN                    HCN         NH                                   1.00e-10     0.00    200.0   200  2500  5 C NN M
 178 N           HCO                     HCN         O                                    1.70e-10     0.00      0.0    10   300  5 C NN L
 179 N           HCO                     CO          NH                                   5.71e-12     0.50   1000.0    33   300  5 C NN L
 180 N           HCO                     OCN         H                                    1.00e-10     0.00      0.0    10   300  5 C NN L
 181 N           C2H5                    H2CN        CH3                                  3.85e-11     0.00      0.0    10   300  5 C NN L
 182 N           C2H5                    C2H4        NH                                   7.15e-11     0.00      0.0    10   300  5 C NN L
 183 N           SiH                     SiN         H                                    1.66e-10    -0.09      0.0    10   300  5 C NN L
 184 N           NO                      N2          O                                    3.75e-11     0.00     26.0   100  4000  5 A NN L
 185 N           SiH2                    HNSi        H                                    8.00e-11     0.17      0.0    10   300  5 C NN L
 186 N           HNO                     NO          NH                                   2.94e-12     0.50   1000.0    33   300  5 C NN L
 187 N           HNO                     N2O         H                                    1.43e-12     0.50   1500.0    50   300  5 C NN L
 188 N           SiH3                    HNSi        H2                                   1.00e-10     0.00      0.0    10   300  5 C NN L
 189 N           PH                      PN          H                                    5.00e-11     0.00      0.0    10   300  5 C NN L
 190 N           O2                      NO          O                                    2.26e-12     0.86   3134.0   200 14000  5 A NN L
 191 N           O2H                     O2          NH                                   1.70e-13     0.00      0.0    10   300  5 C NN L
 192 N           HS                      NS          H                                    1.00e-10     0.00      0.0    10   300  5 C NN L
 193 N           HS                      S           NH                                   1.73e-11     0.50   9060.0   302 41000  5 C NN L
 194 N           C3                      CN          C2                                   1.00e-13     0.00      0.0    10   300  5 C NN L
 195 N           C3H                     C3N         H                                    1.70e-11     0.00      0.0    10   300  5 C NN L
 196 N           C2N                     CN          CN                                   1.00e-10     0.00      0.0    10   300  5 C NN L
 197 N           C3H2                    HC3N        H                                    1.00e-13     0.00      0.0    10   300  5 C NN L
 198 N           C3H3                    HC3N        H2                                   8.00e-11     0.00      0.0    10   300  5 C NN L
 199 N           SiC                     Si          CN                                   5.00e-11     0.00      0.0    10   300  5 C NN L
 200 N           SiC                     SiN         C                                    5.00e-11     0.00      0.0    10   300  5 C NN L
