CN-           -1   0   0   0   0   0   1   1   0   0   0   0   0   0   0   0   0
C2H2+          1   0   0   2   0   0   2   0   0   0   0   0   0   0   0   0   0
C2H3+          1   0   0   3   0   0   2   0   0   0   0   0   0   0   0   0   0
C2H4+          1   0   0   4   0   0   2   0   0   0   0   0   0   0   0   0   0
CO+            1   0   0   0   0   0   1   0   1   0   0   0   0   0   0   0   0
NH2+           1   0   0   2   0   0   0   1   0   0   0   0   0   0   0   0   0
C2H5+          1   0   0   5   0   0   2   0   0   0   0   0   0   0   0   0   0
Si+            1   0   0   0   0   0   0   0   0   1   0   0   0   0   0   0   0
SiH+           1   0   0   1   0   0   0   0   0   1   0   0   0   0   0   0   0
HCO+           1   0   0   1   0   0   1   0   1   0   0   0   0   0   0   0   0
CH3CH3+        1   0   0   6   0   0   2   0   0   0   0   0   0   0   0   0   0
NO+            1   0   0   0   0   0   0   1   1   0   0   0   0   0   0   0   0
SiH2+          1   0   0   2   0   0   0   0   0   1   0   0   0   0   0   0   0
H3CO+          1   0   0   3   0   0   1   0   1   0   0   0   0   0   0   0   0
SiH3+          1   0   0   3   0   0   0   0   0   1   0   0   0   0   0   0   0
S+             1   0   0   0   0   0   0   0   0   0   1   0   0   0   0   0   0
HS+            1   0   0   1   0   0   0   0   0   0   1   0   0   0   0   0   0
H2S+           1   0   0   2   0   0   0   0   0   0   1   0   0   0   0   0   0
H3S+           1   0   0   3   0   0   0   0   0   0   1   0   0   0   0   0   0
C3+            1   0   0   0   0   0   3   0   0   0   0   0   0   0   0   0   0
C3H+           1   0   0   1   0   0   3   0   0   0   0   0   0   0   0   0   0
C3H2+          1   0   0   2   0   0   3   0   0   0   0   0   0   0   0   0   0
CH3CCH+        1   0   0   4   0   0   3   0   0   0   0   0   0   0   0   0   0
C3H3+          1   0   0   3   0   0   3   0   0   0   0   0   0   0   0   0   0
H2C3H+         1   0   0   3   0   0   3   0   0   0   0   0   0   0   0   0   0
SiC+           1   0   0   0   0   0   1   0   0   1   0   0   0   0   0   0   0
CH3CN          0   0   0   3   0   0   2   1   0   0   0   0   0   0   0   0   0
CH2CN+         1   0   0   2   0   0   2   1   0   0   0   0   0   0   0   0   0
HCSi+          1   0   0   1   0   0   1   0   0   1   0   0   0   0   0   0   0
SiN+           1   0   0   0   0   0   0   1   0   1   0   0   0   0   0   0   0
SiCH3          0   0   0   3   0   0   1   0   0   1   0   0   0   0   0   0   0
SiCH2+         1   0   0   2   0   0   1   0   0   1   0   0   0   0   0   0   0
C3H7+          1   0   0   7   0   0   3   0   0   0   0   0   0   0   0   0   0
C3H6+          1   0   0   6   0   0   3   0   0   0   0   0   0   0   0   0   0
CO2+           1   0   0   0   0   0   1   0   2   0   0   0   0   0   0   0   0
HN2+           1   0   0   1   0   0   0   2   0   0   0   0   0   0   0   0   0
CS+            1   0   0   0   0   0   1   0   0   0   1   0   0   0   0   0   0
NO2+           1   0   0   0   0   0   0   1   2   0   0   0   0   0   0   0   0
SiOH+          1   0   0   1   0   0   0   0   1   1   0   0   0   0   0   0   0
C4+            1   0   0   0   0   0   4   0   0   0   0   0   0   0   0   0   0
C4H+           1   0   0   1   0   0   4   0   0   0   0   0   0   0   0   0   0
C4H2+          1   0   0   2   0   0   4   0   0   0   0   0   0   0   0   0   0
C2N2+          1   0   0   0   0   0   2   2   0   0   0   0   0   0   0   0   0
HCN+           1   0   0   1   0   0   1   1   0   0   0   0   0   0   0   0   0
HC3NH+         1   0   0   2   0   0   3   1   0   0   0   0   0   0   0   0   0
SiC2H          0   0   0   1   0   0   2   0   0   1   0   0   0   0   0   0   0
SiC2+          1   0   0   0   0   0   2   0   0   1   0   0   0   0   0   0   0
SiC2H+         1   0   0   1   0   0   2   0   0   1   0   0   0   0   0   0   0
SiS+           1   0   0   0   0   0   0   0   0   1   1   0   0   0   0   0   0
C5+            1   0   0   0   0   0   5   0   0   0   0   0   0   0   0   0   0
C5H+           1   0   0   1   0   0   5   0   0   0   0   0   0   0   0   0   0
SO2+           1   0   0   0   0   0   0   0   2   0   1   0   0   0   0   0   0
SO+            1   0   0   0   0   0   0   0   1   0   1   0   0   0   0   0   0
C5H3+          1   0   0   3   0   0   5   0   0   0   0   0   0   0   0   0   0
CH3C3N         0   0   0   3   0   0   4   1   0   0   0   0   0   0   0   0   0
SiC3H          0   0   0   1   0   0   3   0   0   1   0   0   0   0   0   0   0
SiC3+          1   0   0   0   0   0   3   0   0   1   0   0   0   0   0   0   0
C6+            1   0   0   0   0   0   6   0   0   0   0   0   0   0   0   0   0
C6H+           1   0   0   1   0   0   6   0   0   0   0   0   0   0   0   0   0
C6H6+          1   0   0   6   0   0   6   0   0   0   0   0   0   0   0   0   0
C6H5+          1   0   0   5   0   0   6   0   0   0   0   0   0   0   0   0   0
C7+            1   0   0   0   0   0   7   0   0   0   0   0   0   0   0   0   0
C7H+           1   0   0   1   0   0   7   0   0   0   0   0   0   0   0   0   0
C7H3+          1   0   0   3   0   0   7   0   0   0   0   0   0   0   0   0   0
CH3C5N         0   0   0   3   0   0   6   1   0   0   0   0   0   0   0   0   0
C8+            1   0   0   0   0   0   8   0   0   0   0   0   0   0   0   0   0
C8H+           1   0   0   1   0   0   8   0   0   0   0   0   0   0   0   0   0
C9+            1   0   0   0   0   0   9   0   0   0   0   0   0   0   0   0   0
C9H+           1   0   0   1   0   0   9   0   0   0   0   0   0   0   0   0   0
CH3C7N         0   0   0   3   0   0   8   1   0   0   0   0   0   0   0   0   0
H3+            1   0   0   3   0   0   0   0   0   0   0   0   0   0   0   0   0
He+            1   0   0   0   0   1   0   0   0   0   0   0   0   0   0   0   0
NH+            1   0   0   1   0   0   0   1   0   0   0   0   0   0   0   0   0
N+             1   0   0   0   0   0   0   1   0   0   0   0   0   0   0   0   0
OH+            1   0   0   1   0   0   0   0   1   0   0   0   0   0   0   0   0
O+             1   0   0   0   0   0   0   0   1   0   0   0   0   0   0   0   0
O-            -1   0   0   0   0   0   0   0   1   0   0   0   0   0   0   0   0
NH3+           1   0   0   3   0   0   0   1   0   0   0   0   0   0   0   0   0
H2O+           1   0   0   2   0   0   0   0   1   0   0   0   0   0   0   0   0
NH4+           1   0   0   4   0   0   0   1   0   0   0   0   0   0   0   0   0
H3O+           1   0   0   3   0   0   0   0   1   0   0   0   0   0   0   0   0
F+             1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   1
HF+            1   0   0   1   0   0   0   0   0   0   0   0   0   0   0   0   1
H2F+           1   0   0   2   0   0   0   0   0   0   0   0   0   0   0   0   1
C2H+           1   0   0   1   0   0   2   0   0   0   0   0   0   0   0   0   0
CN+            1   0   0   0   0   0   1   1   0   0   0   0   0   0   0   0   0
HCNH+          1   0   0   2   0   0   1   1   0   0   0   0   0   0   0   0   0
HOC+           1   0   0   1   0   0   1   0   1   0   0   0   0   0   0   0   0
N2+            1   0   0   0   0   0   0   2   0   0   0   0   0   0   0   0   0
HNO+           1   0   0   1   0   0   0   1   1   0   0   0   0   0   0   0   0
O2H+           1   0   0   1   0   0   0   0   2   0   0   0   0   0   0   0   0
SiH4+          1   0   0   4   0   0   0   0   0   1   0   0   0   0   0   0   0
SiH5+          1   0   0   5   0   0   0   0   0   1   0   0   0   0   0   0   0
Cl+            1   0   0   0   0   0   0   0   0   0   0   0   0   0   1   0   0
HCl+           1   0   0   1   0   0   0   0   0   0   0   0   0   0   1   0   0
H2Cl+          1   0   0   2   0   0   0   0   0   0   0   0   0   0   1   0   0
CH3CN+         1   0   0   3   0   0   2   1   0   0   0   0   0   0   0   0   0
CH3CNH+        1   0   0   4   0   0   2   1   0   0   0   0   0   0   0   0   0
CP+            1   0   0   0   0   0   1   0   0   0   0   0   0   0   0   1   0
HCP+           1   0   0   1   0   0   1   0   0   0   0   0   0   0   0   1   0
HNSi+          1   0   0   1   0   0   0   1   0   1   0   0   0   0   0   0   0
SiNH2+         1   0   0   2   0   0   0   1   0   1   0   0   0   0   0   0   0
PCH2+          1   0   0   2   0   0   1   0   0   0   0   0   0   0   0   1   0
HCO2+          1   0   0   1   0   0   1   0   2   0   0   0   0   0   0   0   0
HCS+           1   0   0   1   0   0   1   0   0   0   1   0   0   0   0   0   0
SiO+           1   0   0   0   0   0   0   0   1   1   0   0   0   0   0   0   0
C3N+           1   0   0   0   0   0   3   1   0   0   0   0   0   0   0   0   0
HC3N+          1   0   0   1   0   0   3   1   0   0   0   0   0   0   0   0   0
NCCNH+         1   0   0   1   0   0   2   2   0   0   0   0   0   0   0   0   0
C3O+           1   0   0   0   0   0   3   0   1   0   0   0   0   0   0   0   0
HC3O+          1   0   0   1   0   0   3   0   1   0   0   0   0   0   0   0   0
H3C3N+         1   0   0   3   0   0   3   1   0   0   0   0   0   0   0   0   0
H4C3N+         1   0   0   4   0   0   3   1   0   0   0   0   0   0   0   0   0
C2S+           1   0   0   0   0   0   2   0   0   0   1   0   0   0   0   0   0
HC2S+          1   0   0   1   0   0   2   0   0   0   1   0   0   0   0   0   0
C5H2+          1   0   0   2   0   0   5   0   0   0   0   0   0   0   0   0   0
C4N+           1   0   0   0   0   0   4   1   0   0   0   0   0   0   0   0   0
HC4N+          1   0   0   1   0   0   4   1   0   0   0   0   0   0   0   0   0
H2C4N+         1   0   0   2   0   0   4   1   0   0   0   0   0   0   0   0   0
HSO2+          1   0   0   1   0   0   0   0   2   0   1   0   0   0   0   0   0
CH3C3N+        1   0   0   3   0   0   4   1   0   0   0   0   0   0   0   0   0
CH3C3NH+       1   0   0   4   0   0   4   1   0   0   0   0   0   0   0   0   0
C6H2+          1   0   0   2   0   0   6   0   0   0   0   0   0   0   0   0   0
C5N+           1   0   0   0   0   0   5   1   0   0   0   0   0   0   0   0   0
HC5N+          1   0   0   1   0   0   5   1   0   0   0   0   0   0   0   0   0
H2C5N+         1   0   0   2   0   0   5   1   0   0   0   0   0   0   0   0   0
C7H2+          1   0   0   2   0   0   7   0   0   0   0   0   0   0   0   0   0
C8H2+          1   0   0   2   0   0   8   0   0   0   0   0   0   0   0   0   0
C7N+           1   0   0   0   0   0   7   1   0   0   0   0   0   0   0   0   0
HC7N+          1   0   0   1   0   0   7   1   0   0   0   0   0   0   0   0   0
H2C7N+         1   0   0   2   0   0   7   1   0   0   0   0   0   0   0   0   0
C9H2+          1   0   0   2   0   0   9   0   0   0   0   0   0   0   0   0   0
C9N+           1   0   0   0   0   0   9   1   0   0   0   0   0   0   0   0   0
HC9N+          1   0   0   1   0   0   9   1   0   0   0   0   0   0   0   0   0
H2C9N+         1   0   0   2   0   0   9   1   0   0   0   0   0   0   0   0   0
Na             0   0   0   0   0   0   0   0   0   0   0   0   1   0   0   0   0
Na+            1   0   0   0   0   0   0   0   0   0   0   0   1   0   0   0   0
Mg             0   0   0   0   0   0   0   0   0   0   0   0   0   1   0   0   0
Mg+            1   0   0   0   0   0   0   0   0   0   0   0   0   1   0   0   0
H2CO+          1   0   0   2   0   0   1   0   1   0   0   0   0   0   0   0   0
PH+            1   0   0   1   0   0   0   0   0   0   0   0   0   0   0   1   0
H2NO+          1   0   0   2   0   0   0   1   1   0   0   0   0   0   0   0   0
PH2+           1   0   0   2   0   0   0   0   0   0   0   0   0   0   0   1   0
CH3OH2+        1   0   0   5   0   0   1   0   1   0   0   0   0   0   0   0   0
PH3+           1   0   0   3   0   0   0   0   0   0   0   0   0   0   0   1   0
HCl            0   0   0   1   0   0   0   0   0   0   0   0   0   0   1   0   0
C2NH+          1   0   0   1   0   0   2   1   0   0   0   0   0   0   0   0   0
HC2O+          1   0   0   1   0   0   2   0   1   0   0   0   0   0   0   0   0
CH3CO+         1   0   0   3   0   0   2   0   1   0   0   0   0   0   0   0   0
NH2CNH+        1   0   0   3   0   0   1   2   0   0   0   0   0   0   0   0   0
SiCH3+         1   0   0   3   0   0   1   0   0   1   0   0   0   0   0   0   0
SiCH4+         1   0   0   4   0   0   1   0   0   1   0   0   0   0   0   0   0
HN2O+          1   0   0   1   0   0   0   2   1   0   0   0   0   0   0   0   0
CH3CHOH+       1   0   0   5   0   0   2   0   1   0   0   0   0   0   0   0   0
HPN+           1   0   0   1   0   0   0   1   0   0   0   0   0   0   0   1   0
H2CS+          1   0   0   2   0   0   1   0   0   0   1   0   0   0   0   0   0
PCH4+          1   0   0   4   0   0   1   0   0   0   0   0   0   0   0   1   0
C2H5OH         0   0   0   6   0   0   2   0   1   0   0   0   0   0   0   0   0
CH3OCH3        0   0   0   6   0   0   2   0   1   0   0   0   0   0   0   0   0
CH3OCH4+       1   0   0   7   0   0   2   0   1   0   0   0   0   0   0   0   0
HNS+           1   0   0   1   0   0   0   1   0   0   1   0   0   0   0   0   0
H3CS+          1   0   0   3   0   0   1   0   0   0   1   0   0   0   0   0   0
H3SiO+         1   0   0   3   0   0   0   0   1   1   0   0   0   0   0   0   0
HPO+           1   0   0   1   0   0   0   0   1   0   0   0   0   0   0   1   0
H2PO+          1   0   0   2   0   0   0   0   1   0   0   0   0   0   0   1   0
HSO+           1   0   0   1   0   0   0   0   1   0   1   0   0   0   0   0   0
C4H3+          1   0   0   3   0   0   4   0   0   0   0   0   0   0   0   0   0
C4H4+          1   0   0   4   0   0   4   0   0   0   0   0   0   0   0   0   0
SiC2H2+        1   0   0   2   0   0   2   0   0   1   0   0   0   0   0   0   0
SiNCH+         1   0   0   1   0   0   1   1   0   1   0   0   0   0   0   0   0
SiC2H3+        1   0   0   3   0   0   2   0   0   1   0   0   0   0   0   0   0
HC2P+          1   0   0   1   0   0   2   0   0   0   0   0   0   0   0   1   0
Fe             0   0   0   0   0   0   0   0   0   0   0   1   0   0   0   0   0
Fe+            1   0   0   0   0   0   0   0   0   0   0   1   0   0   0   0   0
PC2H2+         1   0   0   2   0   0   2   0   0   0   0   0   0   0   0   1   0
CH3COCH3       0   0   0   6   0   0   3   0   1   0   0   0   0   0   0   0   0
C3H5+          1   0   0   5   0   0   3   0   0   0   0   0   0   0   0   0   0
CH3COCH4+      1   0   0   7   0   0   3   0   1   0   0   0   0   0   0   0   0
HCOOCH3        0   0   0   4   0   0   2   0   2   0   0   0   0   0   0   0   0
H5C2O2+        1   0   0   5   0   0   2   0   2   0   0   0   0   0   0   0   0
HOCS+          1   0   0   1   0   0   1   0   1   0   1   0   0   0   0   0   0
HSiO2+         1   0   0   1   0   0   0   0   2   1   0   0   0   0   0   0   0
SiS            0   0   0   0   0   0   0   0   0   1   1   0   0   0   0   0   0
HSiS+          1   0   0   1   0   0   0   0   0   1   1   0   0   0   0   0   0
C5H5+          1   0   0   5   0   0   5   0   0   0   0   0   0   0   0   0   0
SiC3H+         1   0   0   1   0   0   3   0   0   1   0   0   0   0   0   0   0
HS2+           1   0   0   1   0   0   0   0   0   0   2   0   0   0   0   0   0
SiC3H2+        1   0   0   2   0   0   3   0   0   1   0   0   0   0   0   0   0
HS2            0   0   0   1   0   0   0   0   0   0   2   0   0   0   0   0   0
H2S2+          1   0   0   2   0   0   0   0   0   0   2   0   0   0   0   0   0
H2S2           0   0   0   2   0   0   0   0   0   0   2   0   0   0   0   0   0
H3S2+          1   0   0   3   0   0   0   0   0   0   2   0   0   0   0   0   0
PC3H+          1   0   0   1   0   0   3   0   0   0   0   0   0   0   0   1   0
HC3S+          1   0   0   1   0   0   3   0   0   0   1   0   0   0   0   0   0
C6H3+          1   0   0   3   0   0   6   0   0   0   0   0   0   0   0   0   0
SiC4H+         1   0   0   1   0   0   4   0   0   1   0   0   0   0   0   0   0
C6H6           0   0   0   6   0   0   6   0   0   0   0   0   0   0   0   0   0
C6H7+          1   0   0   7   0   0   6   0   0   0   0   0   0   0   0   0   0
PC4H+          1   0   0   1   0   0   4   0   0   0   0   0   0   0   0   1   0
C4S            0   0   0   0   0   0   4   0   0   0   1   0   0   0   0   0   0
HC4S+          1   0   0   1   0   0   4   0   0   0   1   0   0   0   0   0   0
C7H5+          1   0   0   5   0   0   7   0   0   0   0   0   0   0   0   0   0
CH3C5NH+       1   0   0   4   0   0   6   1   0   0   0   0   0   0   0   0   0
C8H3+          1   0   0   3   0   0   8   0   0   0   0   0   0   0   0   0   0
C9H3+          1   0   0   3   0   0   9   0   0   0   0   0   0   0   0   0   0
CH3C7NH+       1   0   0   4   0   0   8   1   0   0   0   0   0   0   0   0   0
P+             1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   1   0
O2+            1   0   0   0   0   0   0   0   2   0   0   0   0   0   0   0   0
