PO+            1   0   0   0   0   0   0   0   1   0   0   0   0   0   0   1   0
C2N+           1   0   0   0   0   0   2   1   0   0   0   0   0   0   0   0   0
S2+            1   0   0   0   0   0   0   0   0   0   2   0   0   0   0   0   0
CCP+           1   0   0   0   0   0   2   0   0   0   0   0   0   0   0   1   0
H2NC+          1   0   0   2   0   0   1   1   0   0   0   0   0   0   0   0   0
CF+            1   0   0   0   0   0   1   0   0   0   0   0   0   0   0   0   1
CNC+           1   0   0   0   0   0   2   1   0   0   0   0   0   0   0   0   0
C-            -1   0   0   0   0   0   1   0   0   0   0   0   0   0   0   0   0
CCl+           1   0   0   0   0   0   1   0   0   0   0   0   0   0   1   0   0
SiNC+          1   0   0   0   0   0   1   1   0   1   0   0   0   0   0   0   0
E-            -1   1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
C3S+           1   0   0   0   0   0   3   0   0   0   1   0   0   0   0   0   0
SiC4+          1   0   0   0   0   0   4   0   0   1   0   0   0   0   0   0   0
H3C5N+         1   0   0   3   0   0   5   1   0   0   0   0   0   0   0   0   0
H3C7N+         1   0   0   3   0   0   7   1   0   0   0   0   0   0   0   0   0
C10+           1   0   0   0   0   0  10   0   0   0   0   0   0   0   0   0   0
H3C9N+         1   0   0   3   0   0   9   1   0   0   0   0   0   0   0   0   0
CH2CO+         1   0   0   2   0   0   2   0   1   0   0   0   0   0   0   0   0
NS+            1   0   0   0   0   0   0   1   0   0   1   0   0   0   0   0   0
C4H5+          1   0   0   5   0   0   4   0   0   0   0   0   0   0   0   0   0
CH3C4H+        1   0   0   4   0   0   5   0   0   0   0   0   0   0   0   0   0
CH3C6H+        1   0   0   4   0   0   7   0   0   0   0   0   0   0   0   0   0
C9H4+          1   0   0   4   0   0   9   0   0   0   0   0   0   0   0   0   0
CH4N+          1   0   0   4   0   0   1   1   0   0   0   0   0   0   0   0   0
OCN+           1   0   0   0   0   0   1   1   1   0   0   0   0   0   0   0   0
H2CCl+         1   0   0   2   0   0   1   0   0   0   0   0   0   0   1   0   0
H2SiO+         1   0   0   2   0   0   0   0   1   1   0   0   0   0   0   0   0
PN+            1   0   0   0   0   0   0   1   0   0   0   0   0   0   0   1   0
OCS+           1   0   0   0   0   0   1   0   1   0   1   0   0   0   0   0   0
PCH3+          1   0   0   3   0   0   1   0   0   0   0   0   0   0   0   1   0
HCOOH2+        1   0   0   3   0   0   1   0   2   0   0   0   0   0   0   0   0
C6H4+          1   0   0   4   0   0   6   0   0   0   0   0   0   0   0   0   0
C8H4+          1   0   0   4   0   0   8   0   0   0   0   0   0   0   0   0   0
C2H7+          1   0   0   7   0   0   2   0   0   0   0   0   0   0   0   0   0
PNH2+          1   0   0   2   0   0   0   1   0   0   0   0   0   0   0   1   0
PNH3+          1   0   0   3   0   0   0   1   0   0   0   0   0   0   0   1   0
CH2NH2+        1   0   0   4   0   0   1   1   0   0   0   0   0   0   0   0   0
C2H5OH2+       1   0   0   7   0   0   2   0   1   0   0   0   0   0   0   0   0
HNCO+          1   0   0   1   0   0   1   1   1   0   0   0   0   0   0   0   0
N2O+           1   0   0   0   0   0   0   2   1   0   0   0   0   0   0   0   0
SiF+           1   0   0   0   0   0   0   0   0   1   0   0   0   0   0   0   1
C2O+           1   0   0   0   0   0   2   0   1   0   0   0   0   0   0   0   0
C4H7+          1   0   0   7   0   0   4   0   0   0   0   0   0   0   0   0   0
PC2H3+         1   0   0   3   0   0   2   0   0   0   0   0   0   0   0   1   0
CH3CS+         1   0   0   3   0   0   2   0   0   0   1   0   0   0   0   0   0
PC2H4+         1   0   0   4   0   0   2   0   0   0   0   0   0   0   0   1   0
CH3COCH3+      1   0   0   6   0   0   3   0   1   0   0   0   0   0   0   0   0
C4S+           1   0   0   0   0   0   4   0   0   0   1   0   0   0   0   0   0
CH3OH+         1   0   0   4   0   0   1   0   1   0   0   0   0   0   0   0   0
CH3CHO+        1   0   0   4   0   0   2   0   1   0   0   0   0   0   0   0   0
C2H5OH+        1   0   0   6   0   0   2   0   1   0   0   0   0   0   0   0   0
CH3OCH3+       1   0   0   6   0   0   2   0   1   0   0   0   0   0   0   0   0
COOCH4+        1   0   0   4   0   0   2   0   2   0   0   0   0   0   0   0   0
C4P+           1   0   0   0   0   0   4   0   0   0   0   0   0   0   0   1   0
ClO+           1   0   0   0   0   0   0   0   1   0   0   0   0   0   1   0   0
S-            -1   0   0   0   0   0   0   0   0   0   1   0   0   0   0   0   0
HCOOH+         1   0   0   2   0   0   1   0   2   0   0   0   0   0   0   0   0
C3H2O+         1   0   0   2   0   0   3   0   1   0   0   0   0   0   0   0   0
H3C3O+         1   0   0   3   0   0   3   0   1   0   0   0   0   0   0   0   0
NCCNCH3+       1   0   0   3   0   0   3   2   0   0   0   0   0   0   0   0   0
C8H5+          1   0   0   5   0   0   8   0   0   0   0   0   0   0   0   0   0
C9H5+          1   0   0   5   0   0   9   0   0   0   0   0   0   0   0   0   0
