H2          5.00E-1
HD          2.00E-5
He          1.40E-1
C           7.30E-5
N           2.14E-5
O           1.76E-4
S           9.14E-6
Si          9.74E-7
Na          2.25E-7
Mg          1.09E-6
Fe          2.74E-7
P           2.16E-8
F           2.00E-8
Cl          1.00E-7
