 184  N           NO          N2          O                                    2.7853E-0012     3.75E-11      0.00        26.0   5 A NN
 185  N           SiH2        HNSi        H                                    4.4872E-0011     8.00E-11      0.17         0.0   5 C NN
 186  N           HNO         NO          NH                                   1.9968E-0056     2.94E-12      0.50      1000.0   5 C NN
 187  N           HNO         N2O         H                                    1.8733E-0078     1.43E-12      0.50      1500.0   5 C NN
 188  N           SiH3        HNSi        H2                                   1.0000E-0010     1.00E-10      0.00         0.0   5 C NN
 189  N           PH          PN          H                                    5.0000E-0011     5.00E-11      0.00         0.0   5 C NN
 190  N           O2          NO          O                                    9.4601E-0150     2.26E-12      0.86      3134.0   5 A NN
 191  N           O2H         O2          NH                                   1.7000E-0013     1.70E-13      0.00         0.0   5 C NN
 192  N           HS          NS          H                                    1.0000E-0010     1.00E-10      0.00         0.0   5 C NN
 193  N           HS          S           NH                                   0.0000E+0000     1.73E-11      0.50      9060.0   5 C NN
 194  N           C3          CN          C2                                   1.0000E-0013     1.00E-13      0.00         0.0   5 C NN
 195  N           C3H         C3N         H                                    1.7000E-0011     1.70E-11      0.00         0.0   5 C NN
 196  N           C2N         CN          CN                                   1.0000E-0010     1.00E-10      0.00         0.0   5 C NN
 197  N           C3H2        HC3N        H                                    1.0000E-0013     1.00E-13      0.00         0.0   5 C NN
 198  N           C3H3        HC3N        H2                                   8.0000E-0011     8.00E-11      0.00         0.0   5 C NN
 199  N           SiC         Si          CN                                   5.0000E-0011     5.00E-11      0.00         0.0   5 C NN
 200  N           SiC         SiN         C                                    5.0000E-0011     5.00E-11      0.00         0.0   5 C NN
 201  N           C2O         CN          CO                                   5.5000E-0010     5.50E-10      0.00         0.0   5 C NN
 202  N           CO2         NO          CO                                   1.7410E-0087     3.20E-13      0.00      1710.0   5 A NN
 203  N           CS          S           CN                                   2.9044E-0062     3.80E-11      0.50      1160.0   5 C NN
 204  N           PN          P           N2                                   1.0000E-0018     1.00E-18      0.00         0.0   5 C NN
 205  N           HCS         S           HCN                                  1.0000E-0010     1.00E-10      0.00         0.0   5 C NN
 206  N           NO2         N2          O           O                        2.4100E-0012     2.41E-12      0.00         0.0   5 A NN
 207  N           NO2         NO          NO                                   1.0000E-0012     1.00E-12      0.00         0.0   5 C NN
 208  N           NO2         O2          N2                                   1.0000E-0012     1.00E-12      0.00         0.0   5 C NN
 209  N           NO2         N2O         O                                    3.0000E-0012     3.00E-12      0.00         0.0   5 C NN
 210  N           NS          S           N2                                   2.3088E-0010     3.00E-11     -0.60         0.0   5 C NN
 211  N           PO          P           NO                                   2.5500E-0012     2.55E-12      0.00         0.0   5 C NN
 212  N           PO          PN          O                                    2.3088E-0010     3.00E-11     -0.60         0.0   5 C NN
 213  N           C4          C3          CN                                   1.0000E-0010     1.00E-10      0.00         0.0   5 C NN
 214  N           SO          NS          O                                    0.0000E+0000     4.68E-11      0.50      8254.0   5 C NN
 215  N           SO          S           NO                                   8.4606E-0045     1.73E-11      0.50       750.0   5 C NN
 216  N           C4H         C4N         H                                    1.7000E-0011     1.70E-11      0.00         0.0   5 C NN
 217  N           C3N         CN          C2N                                  1.0000E-0010     1.00E-10      0.00         0.0   5 C NN
 218  N           NCCN        N2          C2N                                  1.0000E-0011     1.00E-11      0.00         0.0   5 C NN
 219  N           C5          CN          C4                                   1.0000E-0013     1.00E-13      0.00         0.0   5 C NN
 220  N           C5H         C5N         H                                    1.7000E-0011     1.70E-11      0.00         0.0   5 C NN
 221  N           C4N         CN          C3N                                  1.0000E-0010     1.00E-10      0.00         0.0   5 C NN
 222  N           C5H2        HC5N        H                                    1.0000E-0013     1.00E-13      0.00         0.0   5 C NN
 223  N           S2          NS          S                                    6.0491E-0186     1.73E-11      0.50      4000.0   5 C NN
 224  N           C6          CN          C5                                   1.0000E-0010     1.00E-10      0.00         0.0   5 C NN
 225  N           C6H         CN          C5H                                  1.0000E-0013     1.00E-13      0.00         0.0   5 C NN
 226  N           C5N         CN          C4N                                  1.0000E-0010     1.00E-10      0.00         0.0   5 C NN
 227  N           C7          CN          C6                                   1.0000E-0013     1.00E-13      0.00         0.0   5 C NN
 228  N           C7H         C7N         H                                    1.7000E-0011     1.70E-11      0.00         0.0   5 C NN
 229  N           C7H2        HC7N        H                                    1.0000E-0013     1.00E-13      0.00         0.0   5 C NN
 230  N           C8          CN          C7                                   1.0000E-0010     1.00E-10      0.00         0.0   5 C NN
 231  N           C8H         CN          C7H                                  1.0000E-0010     1.00E-10      0.00         0.0   5 C NN
 232  N           C7N         C2N         C5N                                  1.0000E-0010     1.00E-10      0.00         0.0   5 C NN
 233  N           C9          CN          C8                                   1.0000E-0013     1.00E-13      0.00         0.0   5 C NN
 234  N           C9H         C9N         H                                    1.7000E-0011     1.70E-11      0.00         0.0   5 C NN
 235  N           C9N         C2N         C7N                                  1.0000E-0010     1.00E-10      0.00         0.0   5 C NN
 236  CH2         CH2         CH3         CH                                   2.8498E-0227     4.00E-10      0.00      5000.0   5 C NN
 237  CH2         CH2         C2H2        H           H                        7.6470E-0028     1.80E-10      0.00       400.0   5 A NN
 238  CH2         CH2         C2H2        H2                                   1.8997E-0270     2.63E-09      0.00      6013.0   5 A NN
 239  CH2         CH2         C2H3        H                                    3.3200E-0011     3.32E-11      0.00         0.0   5 A NN
 240  CH2         O           OH          CH                                   1.3199E-0270     4.98E-10      0.00      6000.0   5 A NN
 241  CH2         O           CO          H           H                        1.3300E-0010     1.33E-10      0.00         0.0   5 A NN
 242  CH2         O           CO          H2                                   8.0000E-0011     8.00E-11      0.00         0.0   5 A NN
 243  CH2         O           HCO         H                                    5.0100E-0011     5.01E-11      0.00         0.0   5 A NN
 244  CH2         CH4         CH3         CH3                                  3.4228E-0231     7.13E-12      0.00      5050.0   5 C NN
 245  CH2         OH          O           CH3                                  1.3535E-0142     1.44E-11      0.50      3000.0   5 C NN
 246  CH2         OH          H2O         CH                                   1.3535E-0142     1.44E-11      0.50      3000.0   5 C NN
 247  CH2         OH          H2CO        H                                    3.0000E-0011     3.00E-11      0.00         0.0   5 A NN
 248  CH2         CN          HCN         CH                                   1.4147E-0120     5.30E-12      0.00      2500.0   5 C NN
 249  CH2         Si          HCSi        H                                    1.0000E-0010     1.00E-10      0.00         0.0   5 C NN
 250  CH2         N2          HCN         NH                                   0.0000E+0000     8.00E-12      0.00     18000.0   5 A NN
 251  CH2         HCO         CO          CH3                                  3.0000E-0011     3.00E-11      0.00         0.0   5 A NN
 252  CH2         NO          HCN         OH                                   3.6500E-0012     3.65E-12      0.00         0.0   5 A NN
 253  CH2         NO          H2CO        N                                    2.6810E-0164     2.70E-12      0.00      3500.0   5 C NN
 254  CH2         H2CO        HCO         CH3                                  3.1931E-0155     3.30E-13      0.00      3270.0   5 C NN
 255  CH2         HNO         NO          CH3                                  1.7000E-0011     1.70E-11      0.00         0.0   5 C NN
 256  CH2         O2          CO2         H           H                        5.8627E-0069     3.65E-11     -3.30      1443.0   5 B NN
 257  CH2         O2          CO2         H2                                   4.6902E-0069     2.92E-11     -3.30      1443.0   5 B NN
 258  CH2         O2          HCO         OH                                   1.0982E-0043     4.10E-11      0.00       750.0   5 C NN
 259  CH2         O2          H2CO        O                                    5.8627E-0069     3.65E-11     -3.30      1443.0   5 B NN
 260  CH2         O2          CO          H2O                                  3.9834E-0068     2.48E-10     -3.30      1443.0   5 B NN
 261  CH2         S           HCS         H                                    1.0000E-0010     1.00E-10      0.00         0.0   5 C NN
 262  CH2         S           CS          H2                                   1.0000E-0010     1.00E-10      0.00         0.0   5 C NN
 263  CH2         NO2         H2CO        NO                                   6.9100E-0011     6.91E-11      0.00         0.0   5 A NN
 264  NH          NH          N2          H           H                        1.1600E-0009     1.16E-09      0.00         0.0   5 A NN
 265  NH          NH          N2          H2                                   1.7000E-0011     1.70E-11      0.00         0.0   5 C NN
 266  NH          NH          NH2         N                                    0.0000E+0000     1.03E-14      3.07     -1123.0   5 A NN
 267  NH          O           OH          N                                    1.1600E-0011     1.16E-11      0.00         0.0   5 A NN
 268  NH          O           NO          H                                    1.1600E-0010     1.16E-10      0.00         0.0   5 A NN
 269  NH          CH4         CH3         NH2                                  5.6255E-0281     6.63E-16      6.13      5895.0   5 A NN
