C4+            1   0   0   0   0   0   4   0   0   0   0   0   0   0   0   0   0   4.80000E+01   0.00E+00   0.00E+00        NaN
C4H+           1   0   0   1   0   0   4   0   0   0   0   0   0   0   0   0   0   4.90000E+01   0.00E+00   0.00E+00        NaN
C4H2+          1   0   0   2   0   0   4   0   0   0   0   0   0   0   0   0   0   5.00000E+01   0.00E+00   0.00E+00        NaN
C2N2+          1   0   0   0   0   0   2   2   0   0   0   0   0   0   0   0   0   5.20000E+01   0.00E+00   0.00E+00        NaN
HCN+           1   0   0   1   0   0   1   1   0   0   0   0   0   0   0   0   0   2.70000E+01   0.00E+00   0.00E+00        NaN
HC3NH+         1   0   0   2   0   0   3   1   0   0   0   0   0   0   0   0   0   5.20000E+01   0.00E+00   0.00E+00        NaN
SiC2H          0   0   0   1   0   0   2   0   0   1   0   0   0   0   0   0   0   5.30000E+01   0.00E+00   0.00E+00        NaN
SiC2+          1   0   0   0   0   0   2   0   0   1   0   0   0   0   0   0   0   5.20000E+01   0.00E+00   0.00E+00        NaN
SiC2H+         1   0   0   1   0   0   2   0   0   1   0   0   0   0   0   0   0   5.30000E+01   0.00E+00   0.00E+00        NaN
SiS+           1   0   0   0   0   0   0   0   0   1   1   0   0   0   0   0   0   6.00000E+01   0.00E+00   0.00E+00        NaN
C5+            1   0   0   0   0   0   5   0   0   0   0   0   0   0   0   0   0   6.00000E+01   0.00E+00   0.00E+00        NaN
C5H+           1   0   0   1   0   0   5   0   0   0   0   0   0   0   0   0   0   6.10000E+01   0.00E+00   0.00E+00        NaN
SO2+           1   0   0   0   0   0   0   0   2   0   1   0   0   0   0   0   0   6.40000E+01   0.00E+00   0.00E+00        NaN
SO+            1   0   0   0   0   0   0   0   1   0   1   0   0   0   0   0   0   4.80000E+01   0.00E+00   0.00E+00        NaN
C5H3+          1   0   0   3   0   0   5   0   0   0   0   0   0   0   0   0   0   6.30000E+01   0.00E+00   0.00E+00        NaN
CH3C3N         0   0   0   3   0   0   4   1   0   0   0   0   0   0   0   0   0   6.50000E+01   0.00E+00   0.00E+00        NaN
SiC3H          0   0   0   1   0   0   3   0   0   1   0   0   0   0   0   0   0   6.50000E+01   0.00E+00   0.00E+00        NaN
SiC3+          1   0   0   0   0   0   3   0   0   1   0   0   0   0   0   0   0   6.40000E+01   0.00E+00   0.00E+00        NaN
C6+            1   0   0   0   0   0   6   0   0   0   0   0   0   0   0   0   0   7.20000E+01   0.00E+00   0.00E+00        NaN
C6H+           1   0   0   1   0   0   6   0   0   0   0   0   0   0   0   0   0   7.30000E+01   0.00E+00   0.00E+00        NaN
C6H6+          1   0   0   6   0   0   6   0   0   0   0   0   0   0   0   0   0   7.80000E+01   0.00E+00   0.00E+00        NaN
C6H5+          1   0   0   5   0   0   6   0   0   0   0   0   0   0   0   0   0   7.70000E+01   0.00E+00   0.00E+00        NaN
C7+            1   0   0   0   0   0   7   0   0   0   0   0   0   0   0   0   0   8.40000E+01   0.00E+00   0.00E+00        NaN
C7H+           1   0   0   1   0   0   7   0   0   0   0   0   0   0   0   0   0   8.50000E+01   0.00E+00   0.00E+00        NaN
