       1       2       0       3       4       0       0       2       2
       1       5       0       2       4       0       0       2       2
       1       6       0       4       7       0       0       2       2
       1       8       0       4       5       0       0       2       2
       1       9       0       4       6       0       0       2       2
       1       9       0       4       6       0       0       2       2
       1      10       0       4       8       0       0       2       2
       1      11       0       4      12       0       0       2       2
       1      13       0       4       9       0       0       2       2
       1      14       0       4      11       0       0       2       2
       1      15       0       2       3       0       0       2       2
       1      16       0       4      17       0       0       2       2
       1      18       0       4      19       0       0       2       2
       1      20       0       4      16       0       0       2       2
       1      21       0       3      11       0       0       2       2
       1      22       0       4      18       0       0       2       2
       1      23       0       5      12       0       0       2       2
       1      23       0       4      21       0       0       2       2
       1      24       0       6      12       0       0       2       2
       1      24       0       7      11       0       0       2       2
       1      25       0       4      23       0       0       2       2
       1      26       0       6      11       0       0       2       2
       1      26       0       9      12       0       0       2       2
       1      26       0       4      24       0       0       2       2
       1      27       0      11      12       0       0       2       2
       1      28       0      11      11       0       0       2       2
       1      28       0      12      14       0       0       2       2
       1      28       0       4      27       0       0       2       2
       1      29       0       4      30       0       0       2       2
       1      31       0      11      14       0       0       2       2
       1      31       0       4      28       0       0       2       2
       1      32       0       4      29       0       0       2       2
       1      33       0      12      18       0       0       2       2
       1      33       0       6      21       0       0       2       2
       1      34       0       8      21       0       0       2       2
       1      35       0      11      21       0       0       2       2
       1      36       0      11      37       0       0       2       2
       1      36       0       6      24       0       0       2       2
       1      38       0      11      24       0       0       2       2
       1      39       0       7      29       0       0       2       2
       1      39       0       6      30       0       0       2       2
       1      40       0      11      30       0       0       2       2
       1      40       0      12      29       0       0       2       2
       1      41       0      18      19       0       0       2       2
       1      42       0      21      29       0       0       2       2
       1      43       0      29      30       0       0       2       2
       3       4       0       1       2       0       0       2       2
       2       4       0       1       5       0       0       2       2
       4       7       0       1       6       0       0       2       2
       4       5       0       1       8       0       0       2       2
       4       6       0       1       9       0       0       2       2
       4       8       0       1      10       0       0       2       2
       4      12       0       1      11       0       0       2       2
       4       9       0       1      13       0       0       2       2
       4      11       0       1      14       0       0       2       2
       4      44       0       1      45       0       0       2       2
       4      19       0       1      18       0       0       2       2
       4      27       0      11      11       0       0       2       2
       4      27       0       1      28       0       0       2       2
       4      30       0       1      29       0       0       2       2
       4      28       0       1      31       0       0       2       2
       4      29       0       1      32       0       0       2       2
       2       3       0       1      15       0       0       2       2
       3       5       0       2       2       0       0       2       2
       3       5       0       1      17       0       0       2       2
       3       6       0       2       7       0       0       2       2
       3       6       0       1      19       0       0       2       2
       3       8       0       1      16       0       0       2       2
       3       9       0       1      18       0       0       2       2
       3       9       0       1      46       0       0       2       2
       3       9       0       2       6       0       0       2       2
       3      11       0       2      12       0       0       2       2
       3      11       0       1      21       0       0       2       2
       3      17       0       1      47       0       0       2       2
       3      19       0       7      15       0       0       2       2
       3      16       0       4      47       0       0       2       2
       3      16       0       1      48       0       0       2       2
       3      20       0       1      49       0       0       2       2
       3      21       0      12      15       0       0       2       2
       3      37       0       7      19       0       0       2       2
       3      22       0       4      50       0       0       2       2
       3      51       0       1      52       0       0       2       2
       3      23       0       2      21       0       0       2       2
       3      23       0       1      53       0       0       2       2
       3      54       0       1      55       0       0       2       2
       3      56       0       1      57       0       0       2       2
       3      24       0      12      19       0       0       2       2
       3      24       0       7      21       0       0       2       2
       3      58       0       1      59       0       0       2       2
       3      60       0       1      61       0       0       2       2
       3      62       0       1      63       0       0       2       2
       3      27       0      12      21       0       0       2       2
       3      27       0      12      21       0       0       2       2
       3      29       0       2      30       0       0       2       2
       3      29       0       1      64       0       0       2       2
       3      48       0       1      65       0       0       2       2
       3      49       0       1      66       0       0       2       2
       3      67       0       1      66       0       0       2       2
       3      50       0      15      19       0       0       2       2
       3      52       0       1      68       0       0       2       2
       3      53       0      15      21       0       0       2       2
       3      69       0       1      70       0       0       2       2
       3      57       0       1      71       0       0       2       2
       3      33       0      19      21       0       0       2       2
       3      64       0      15      30       0       0       2       2
       3      39       0      19      30       0       0       2       2
       3      39       0       7      64       0       0       2       2
       3      72       0      21      62       0       0       2       2
